id,raw_x,raw_y,refined_x,refined_y,ra_deg,dec_deg,ra_hms,dec_dms,peak_adu,dao_flux,net_flux,flux_err,snr,mag_inst,mag_inst_err,mag_calibrated,mag_calibrated_err
Auto_479,465.77,3214.27,465.73,3214.30,,,,,821.0,6874.000,8469.976,203.239,41.67,-9.820,0.026,13.579,0.026
Auto_480,2260.63,1154.42,2260.69,1154.38,,,,,574.0,6860.000,9134.581,204.252,44.72,-9.902,0.024,13.497,0.024
Auto_481,3171.36,3495.61,3171.44,3495.60,,,,,648.0,6814.000,9188.355,204.322,44.97,-9.908,0.024,13.491,0.024
Auto_482,2544.36,1411.86,2544.44,1411.83,,,,,596.0,6796.000,8946.683,204.704,43.71,-9.879,0.025,13.520,0.025
Auto_483,6222.77,815.89,6222.92,815.83,,,,,583.0,6774.000,8884.117,206.595,43.00,-9.872,0.025,13.527,0.025
Auto_484,504.87,456.03,504.86,456.00,,,,,753.0,6767.000,8202.455,202.948,40.42,-9.785,0.027,13.614,0.027
Auto_485,2279.92,2069.68,2279.99,2069.68,,,,,589.0,6743.000,8530.216,202.799,42.06,-9.827,0.026,13.572,0.026
Auto_486,2659.60,1162.95,2659.65,1162.93,,,,,596.0,6735.000,8956.491,204.561,43.78,-9.880,0.025,13.519,0.025
Auto_487,1286.31,2395.26,1286.32,2395.26,,,,,704.0,6708.000,8228.837,202.498,40.64,-9.788,0.027,13.611,0.027
Auto_488,954.32,3130.70,954.33,3130.70,,,,,715.0,6695.000,8167.429,202.585,40.32,-9.780,0.027,13.619,0.027
Auto_489,642.33,216.78,642.29,216.77,,,,,704.0,6685.000,8236.738,202.412,40.69,-9.789,0.027,13.610,0.027
Auto_490,2888.44,4123.03,2888.47,4123.05,,,,,697.0,6665.000,8520.678,202.757,42.02,-9.826,0.026,13.573,0.026
Auto_491,2454.86,1408.97,2454.96,1408.94,,,,,568.0,6638.000,8485.653,202.801,41.84,-9.822,0.026,13.577,0.026
Auto_492,745.21,3601.98,745.21,3601.98,,,,,805.0,6622.000,8017.240,202.664,39.56,-9.760,0.027,13.639,0.027
Auto_493,4864.66,3125.40,4864.79,3125.45,,,,,607.0,6619.000,9397.180,206.094,45.60,-9.932,0.024,13.467,0.024
Auto_494,4681.87,1663.76,4682.05,1663.72,,,,,542.0,6592.000,8710.889,204.410,42.61,-9.850,0.025,13.549,0.025
Auto_495,2014.84,2141.39,2014.90,2141.36,,,,,581.0,6557.000,8185.944,202.662,40.39,-9.783,0.027,13.616,0.027
Auto_496,4290.10,922.71,4290.24,922.61,,,,,565.0,6500.000,8803.124,205.267,42.89,-9.862,0.025,13.537,0.025
Auto_497,2458.15,1565.88,2458.24,1565.85,,,,,582.0,6472.000,8465.100,202.325,41.84,-9.819,0.026,13.580,0.026
Auto_498,6046.09,3801.71,6046.21,3801.79,,,,,574.0,6451.000,8283.742,204.104,40.59,-9.796,0.027,13.603,0.027
Auto_499,4247.41,913.89,4247.56,913.82,,,,,563.0,6433.000,8902.996,205.872,43.25,-9.874,0.025,13.525,0.025
Auto_500,849.48,1327.12,849.55,1327.09,,,,,648.0,6423.000,7892.310,201.466,39.17,-9.743,0.028,13.656,0.028
Auto_501,95.63,1620.27,95.65,1620.26,,,,,709.0,6408.000,7812.238,202.000,38.67,-9.732,0.028,13.667,0.028
Auto_502,3318.53,2453.40,3318.64,2453.39,,,,,544.0,6397.000,8757.302,203.789,42.97,-9.856,0.025,13.543,0.025
Auto_503,896.03,2986.95,896.03,2986.95,,,,,733.0,6358.000,7730.808,201.077,38.45,-9.721,0.028,13.678,0.028
Auto_504,475.98,757.13,476.00,757.12,,,,,686.0,6352.000,7673.362,201.717,38.04,-9.712,0.029,13.687,0.029
Auto_505,5938.02,201.47,5938.13,201.40,,,,,569.0,6330.000,8513.776,205.304,41.47,-9.825,0.026,13.574,0.026
Auto_506,223.83,3466.89,223.83,3466.91,,,,,767.0,6314.000,7620.688,201.350,37.85,-9.705,0.029,13.694,0.029
Auto_507,744.43,1996.71,744.41,1996.72,,,,,651.0,6306.000,7812.833,201.809,38.71,-9.732,0.028,13.667,0.028
Auto_508,4983.17,2829.03,4983.36,2829.08,,,,,577.0,6201.000,8188.323,204.607,40.02,-9.783,0.027,13.616,0.027
Auto_509,2856.86,2903.03,2856.95,2903.03,,,,,559.0,6182.000,7983.636,202.040,39.52,-9.756,0.027,13.643,0.027
Auto_510,1824.64,127.22,1824.69,127.12,,,,,544.0,6177.000,7716.210,201.498,38.29,-9.719,0.028,13.680,0.028
Auto_511,1563.68,2604.16,1563.71,2604.17,,,,,647.0,6154.000,7573.067,200.898,37.70,-9.698,0.029,13.701,0.029
Auto_512,1710.30,12.55,1710.32,12.42,,,,,562.0,6110.000,8218.391,202.478,40.59,-9.787,0.027,13.612,0.027
Auto_513,3962.85,3372.56,3962.94,3372.55,,,,,555.0,6109.000,8107.670,202.450,40.05,-9.772,0.027,13.627,0.027
Auto_514,2265.31,1588.54,2265.37,1588.55,,,,,545.0,6104.000,8000.442,201.763,39.65,-9.758,0.027,13.641,0.027
Auto_515,744.21,2395.78,744.22,2395.78,,,,,661.0,6099.000,7351.636,200.992,36.58,-9.666,0.030,13.733,0.030
Auto_516,2027.99,710.85,2028.02,710.79,,,,,569.0,6062.000,7734.880,201.365,38.41,-9.721,0.028,13.678,0.028
Auto_517,1156.06,2894.64,1156.09,2894.65,,,,,637.0,6060.000,7328.719,200.762,36.50,-9.663,0.030,13.736,0.030
Auto_518,2894.85,610.25,2894.96,610.13,,,,,482.0,6054.000,7719.673,201.705,38.27,-9.719,0.028,13.680,0.028
Auto_519,2230.49,373.43,2230.51,373.34,,,,,528.0,6029.000,8022.139,202.211,39.67,-9.761,0.027,13.638,0.027
Auto_520,3752.54,2915.70,3752.63,2915.73,,,,,530.0,6015.000,8086.839,202.631,39.91,-9.769,0.027,13.630,0.027
Auto_521,2871.90,1379.75,2872.00,1379.72,,,,,490.0,5998.000,7776.702,201.898,38.52,-9.727,0.028,13.672,0.028
Auto_522,5106.54,1904.83,5106.74,1904.84,,,,,538.0,5971.000,8311.254,203.849,40.77,-9.799,0.027,13.600,0.027
Auto_523,6084.71,4034.82,6084.81,4034.95,,,,,565.0,5947.000,8181.523,204.062,40.09,-9.782,0.027,13.617,0.027
Auto_524,3112.51,25.93,3112.55,25.87,,,,,510.0,5942.000,8023.659,203.229,39.48,-9.761,0.027,13.638,0.027
Auto_525,2398.55,2739.61,2398.68,2739.55,,,,,491.0,5916.000,7658.064,201.412,38.02,-9.710,0.029,13.689,0.029
Auto_526,1949.35,3570.62,1949.38,3570.64,,,,,581.0,5903.000,7434.349,200.299,37.12,-9.678,0.029,13.721,0.029
Auto_527,1313.37,1423.98,1313.37,1423.98,,,,,580.0,5878.000,7296.222,201.599,36.19,-9.658,0.030,13.741,0.030
Auto_528,5066.25,265.53,5066.41,265.40,,,,,523.0,5860.000,8282.242,204.094,40.58,-9.795,0.027,13.604,0.027
Auto_529,8.04,648.30,8.07,648.29,,,,,635.0,5854.000,7055.970,202.316,34.88,-9.621,0.031,13.778,0.031
Auto_530,1975.70,3350.83,1975.74,3350.85,,,,,602.0,5852.000,7230.946,200.396,36.08,-9.648,0.030,13.751,0.030
Auto_531,1595.82,529.42,1595.77,529.38,,,,,553.0,5845.000,7611.544,201.193,37.83,-9.704,0.029,13.695,0.029
Auto_532,5937.23,2856.36,5937.43,2856.39,,,,,547.0,5839.000,7922.067,202.939,39.04,-9.747,0.028,13.652,0.028
Auto_533,264.73,2625.22,264.72,2625.23,,,,,681.0,5834.000,7006.365,200.952,34.87,-9.614,0.031,13.785,0.031
Auto_534,875.57,333.35,875.63,333.26,,,,,525.0,5804.000,7218.840,201.359,35.85,-9.646,0.030,13.753,0.030
Auto_535,3912.13,2958.62,3912.25,2958.59,,,,,516.0,5789.000,7737.256,202.682,38.17,-9.721,0.028,13.678,0.028
Auto_536,1035.08,781.37,1035.13,781.35,,,,,557.0,5758.000,7128.684,200.469,35.56,-9.633,0.031,13.766,0.031
Auto_537,3292.16,3899.85,3292.22,3899.89,,,,,583.0,5743.000,7283.499,200.439,36.34,-9.656,0.030,13.743,0.030
Auto_538,5460.14,1358.07,5460.31,1358.03,,,,,504.0,5727.000,7595.401,203.155,37.39,-9.701,0.029,13.698,0.029
Auto_539,4417.23,3123.30,4417.38,3123.35,,,,,523.0,5719.000,7669.294,202.038,37.96,-9.712,0.029,13.687,0.029
Auto_540,4689.38,2358.46,4689.56,2358.46,,,,,500.0,5699.000,7746.252,202.740,38.21,-9.723,0.028,13.676,0.028
Auto_541,2423.51,3480.35,2423.52,3480.36,,,,,564.0,5653.000,7399.980,200.274,36.95,-9.673,0.029,13.726,0.029
Auto_542,2242.39,1163.36,2242.47,1163.32,,,,,486.0,5651.000,7350.254,200.963,36.58,-9.666,0.030,13.733,0.030
Auto_543,4451.73,1198.61,4451.90,1198.54,,,,,454.0,5639.000,7476.741,202.850,36.86,-9.684,0.029,13.715,0.029
Auto_544,5562.50,1116.79,5562.69,1116.71,,,,,503.0,5637.000,7738.850,204.424,37.86,-9.722,0.029,13.677,0.029
Auto_545,3935.68,3250.62,3935.74,3250.60,,,,,499.0,5607.000,7924.929,202.146,39.20,-9.747,0.028,13.652,0.028
Auto_546,5705.13,1035.37,5705.32,1035.27,,,,,473.0,5583.000,7475.682,203.415,36.75,-9.684,0.030,13.715,0.030
Auto_547,3873.08,1751.78,3873.20,1751.76,,,,,469.0,5530.000,7289.221,201.606,36.16,-9.657,0.030,13.742,0.030
Auto_548,803.67,3499.07,803.66,3499.10,,,,,664.0,5525.000,6709.837,200.619,33.45,-9.567,0.032,13.832,0.032
Auto_549,641.16,1067.19,641.18,1067.19,,,,,590.0,5520.000,6743.035,199.717,33.76,-9.572,0.032,13.827,0.032
Auto_550,2090.64,693.35,2090.63,693.32,,,,,484.0,5501.000,7473.786,201.999,37.00,-9.684,0.029,13.715,0.029
Auto_551,4503.74,345.17,4503.88,345.07,,,,,433.0,5501.000,7935.171,202.686,39.15,-9.749,0.028,13.650,0.028
Auto_552,3966.21,1002.31,3966.36,1002.23,,,,,458.0,5501.000,7275.127,202.059,36.00,-9.655,0.030,13.744,0.030
Auto_553,1915.28,3221.77,1915.31,3221.78,,,,,565.0,5500.000,6802.165,199.244,34.14,-9.582,0.032,13.817,0.032
Auto_554,2260.56,2641.73,2260.58,2641.75,,,,,510.0,5498.000,7184.622,200.638,35.81,-9.641,0.030,13.758,0.030
Auto_555,4717.51,1745.46,4717.70,1745.40,,,,,463.0,5494.000,7707.533,202.647,38.03,-9.717,0.029,13.682,0.029
Auto_556,1690.24,1525.68,1690.25,1525.67,,,,,535.0,5493.000,6973.929,199.250,35.00,-9.609,0.031,13.790,0.031
Auto_557,3074.22,2363.80,3074.34,2363.82,,,,,458.0,5489.000,7297.421,200.506,36.40,-9.658,0.030,13.741,0.030
Auto_558,1452.01,748.54,1451.96,748.51,,,,,534.0,5458.000,7046.127,200.274,35.18,-9.620,0.031,13.779,0.031
Auto_559,5292.41,2406.33,5292.59,2406.35,,,,,489.0,5456.000,7533.706,202.817,37.15,-9.693,0.029,13.706,0.029
Auto_560,5168.30,1766.59,5168.48,1766.58,,,,,481.0,5456.000,7365.424,202.159,36.43,-9.668,0.030,13.731,0.030
Auto_561,4578.80,408.69,4578.94,408.54,,,,,451.0,5454.000,7316.557,202.372,36.15,-9.661,0.030,13.738,0.030
Auto_562,1886.75,39.07,1886.76,38.98,,,,,512.0,5448.000,6816.875,199.901,34.10,-9.584,0.032,13.815,0.032
Auto_563,2705.30,789.34,2705.40,789.27,,,,,448.0,5445.000,7100.161,200.432,35.42,-9.628,0.031,13.771,0.031
Auto_564,1876.08,3627.53,1876.06,3627.51,,,,,563.0,5420.000,6860.763,199.446,34.40,-9.591,0.032,13.808,0.032
Auto_565,4463.09,3564.62,4463.20,3564.69,,,,,471.0,5381.000,7004.309,200.355,34.96,-9.613,0.031,13.786,0.031
Auto_566,1788.76,2386.38,1788.79,2386.35,,,,,500.0,5379.000,7101.584,200.833,35.36,-9.628,0.031,13.771,0.031
Auto_567,1561.18,1380.86,1561.19,1380.86,,,,,534.0,5363.000,6726.423,199.712,33.68,-9.569,0.032,13.830,0.032
Auto_568,4394.62,3568.24,4394.71,3568.31,,,,,513.0,5359.000,7320.837,201.535,36.33,-9.661,0.030,13.738,0.030
Auto_569,3707.41,3762.69,3707.47,3762.75,,,,,484.0,5359.000,6882.014,200.914,34.25,-9.594,0.032,13.805,0.032
Auto_570,2183.17,2913.57,2183.22,2913.53,,,,,519.0,5357.000,6857.982,199.582,34.36,-9.590,0.032,13.809,0.032
Auto_571,2142.25,568.74,2142.26,568.68,,,,,494.0,5354.000,7002.653,200.199,34.98,-9.613,0.031,13.786,0.031
Auto_572,4749.91,570.44,4750.06,570.35,,,,,443.0,5349.000,7480.104,202.656,36.91,-9.685,0.029,13.714,0.029
Auto_573,1781.22,3231.81,1781.24,3231.81,,,,,572.0,5343.000,6714.435,199.290,33.69,-9.568,0.032,13.831,0.032
Auto_574,2423.23,3528.20,2423.27,3528.22,,,,,557.0,5318.000,6772.793,199.289,33.98,-9.577,0.032,13.822,0.032
Auto_575,2935.70,484.50,2935.72,484.38,,,,,451.0,5306.000,7107.648,201.490,35.28,-9.629,0.031,13.770,0.031
Auto_576,2288.49,3063.97,2288.53,3063.98,,,,,543.0,5301.000,6885.442,200.057,34.42,-9.595,0.032,13.804,0.032
Auto_577,593.77,916.19,593.79,916.17,,,,,570.0,5287.000,6410.218,198.768,32.25,-9.517,0.034,13.882,0.034
Auto_578,3451.22,245.08,3451.32,244.97,,,,,453.0,5284.000,7007.529,200.327,34.98,-9.614,0.031,13.785,0.031
Auto_579,3970.35,123.48,3970.43,123.33,,,,,475.0,5278.000,7436.853,201.933,36.83,-9.678,0.029,13.721,0.029
Auto_580,4368.68,2874.75,4368.80,2874.78,,,,,472.0,5274.000,7495.071,202.107,37.08,-9.687,0.029,13.712,0.029
Auto_581,3057.72,55.78,3057.77,55.64,,,,,445.0,5267.000,6839.659,200.570,34.10,-9.588,0.032,13.811,0.032
Auto_582,3736.79,1035.30,3736.89,1035.27,,,,,417.0,5263.000,7163.469,201.178,35.61,-9.638,0.030,13.761,0.030
Auto_583,4937.28,3564.98,4937.43,3565.04,,,,,499.0,5258.000,6871.871,200.323,34.30,-9.593,0.032,13.806,0.032
Auto_584,5205.83,3903.08,5205.97,3903.13,,,,,482.0,5245.000,6671.741,201.078,33.18,-9.561,0.033,13.838,0.033
Auto_585,4743.47,1756.65,4743.67,1756.64,,,,,477.0,5219.000,7302.872,202.095,36.14,-9.659,0.030,13.740,0.030
Auto_586,1288.43,812.02,1288.44,812.04,,,,,513.0,5191.000,6570.861,198.607,33.08,-9.544,0.033,13.855,0.033
Auto_587,1103.64,1313.44,1103.71,1313.37,,,,,458.0,5168.000,6448.372,197.813,32.60,-9.524,0.033,13.875,0.033
Auto_588,3805.56,618.62,3805.65,618.54,,,,,461.0,5160.000,7333.629,201.475,36.40,-9.663,0.030,13.736,0.030
Auto_589,2841.32,3039.70,2841.41,3039.63,,,,,467.0,5152.000,6969.514,200.021,34.84,-9.608,0.031,13.791,0.031
Auto_590,1449.39,1155.50,1449.34,1155.52,,,,,465.0,5144.000,6659.913,199.064,33.46,-9.559,0.032,13.840,0.032
Auto_591,3173.80,739.39,3173.85,739.33,,,,,436.0,5141.000,6865.722,200.542,34.24,-9.592,0.032,13.807,0.032
Auto_592,6083.14,2004.05,6083.36,2004.06,,,,,472.0,5132.000,6909.461,201.177,34.35,-9.599,0.032,13.800,0.032
Auto_593,5116.57,3764.71,5116.70,3764.79,,,,,468.0,5088.000,6842.466,200.858,34.07,-9.588,0.032,13.811,0.032
Auto_594,2309.41,2017.97,2309.48,2017.97,,,,,478.0,5056.000,6649.596,198.827,33.44,-9.557,0.032,13.842,0.032
Auto_595,2022.58,91.19,2022.57,91.16,,,,,437.0,5055.000,6496.746,198.845,32.67,-9.532,0.033,13.867,0.033
Auto_596,4593.35,463.81,4593.51,463.68,,,,,445.0,5051.000,6990.772,202.283,34.56,-9.611,0.031,13.788,0.031
Auto_597,2068.47,3899.57,2068.43,3899.53,,,,,498.0,5049.000,6504.450,198.685,32.74,-9.533,0.033,13.866,0.033
Auto_598,624.60,3265.65,624.63,3265.68,,,,,542.0,5049.000,6168.439,198.300,31.11,-9.475,0.035,13.924,0.035
Auto_599,696.80,3082.53,696.78,3082.50,,,,,530.0,5046.000,6152.005,198.661,30.97,-9.473,0.035,13.926,0.035
Auto_600,890.27,929.81,890.25,929.81,,,,,505.0,5017.000,6235.606,199.690,31.23,-9.487,0.035,13.912,0.035
Auto_601,4915.72,3026.43,4915.86,3026.47,,,,,456.0,5013.000,7109.905,201.315,35.32,-9.630,0.031,13.769,0.031
Auto_602,3096.68,3537.71,3096.75,3537.65,,,,,450.0,5012.000,6589.541,199.139,33.09,-9.547,0.033,13.852,0.033
Auto_603,1669.28,139.77,1669.25,139.74,,,,,489.0,5003.000,6413.537,198.924,32.24,-9.518,0.034,13.881,0.034
Auto_604,258.38,3012.88,258.36,3012.86,,,,,576.0,4995.000,6064.561,198.670,30.53,-9.457,0.036,13.942,0.036
Auto_605,1772.34,2458.77,1772.37,2458.77,,,,,501.0,4972.000,6230.066,198.051,31.46,-9.486,0.035,13.913,0.035
Auto_606,2611.23,635.40,2611.23,635.35,,,,,440.0,4938.000,6721.703,199.437,33.70,-9.569,0.032,13.830,0.032
Auto_607,3610.19,1801.66,3610.31,1801.65,,,,,404.0,4928.000,6584.897,199.838,32.95,-9.546,0.033,13.853,0.033
Auto_608,5267.07,2107.54,5267.25,2107.49,,,,,400.0,4918.000,6271.781,223.281,28.09,-9.493,0.039,13.906,0.039
Auto_609,470.61,1048.53,470.59,1048.51,,,,,510.0,4910.000,6150.579,198.529,30.98,-9.472,0.035,13.927,0.035
Auto_610,3058.52,4149.79,3058.53,4149.81,,,,,480.0,4909.000,6390.747,198.138,32.25,-9.514,0.034,13.885,0.034
Auto_611,2852.30,2478.27,2852.42,2478.28,,,,,446.0,4901.000,6441.188,198.634,32.43,-9.522,0.033,13.877,0.033
Auto_612,2274.75,2161.07,2274.84,2161.06,,,,,460.0,4898.000,6226.950,198.293,31.40,-9.486,0.035,13.913,0.035
Auto_613,2122.52,1910.50,2122.61,1910.51,,,,,419.0,4881.000,6333.355,198.093,31.97,-9.504,0.034,13.895,0.034
Auto_614,5184.79,2569.03,5184.97,2569.06,,,,,399.0,4847.000,6212.572,200.092,31.05,-9.483,0.035,13.916,0.035
Auto_615,4077.13,2483.31,4077.28,2483.33,,,,,425.0,4846.000,6531.989,199.696,32.71,-9.538,0.033,13.861,0.033
Auto_616,37.29,3690.47,37.31,3690.50,,,,,505.0,4844.000,6037.983,197.812,30.52,-9.452,0.036,13.947,0.036
Auto_617,5727.83,4076.06,5727.98,4076.13,,,,,442.0,4837.000,6272.069,199.991,31.36,-9.494,0.035,13.905,0.035
Auto_618,2707.98,2520.18,2708.07,2520.19,,,,,433.0,4833.000,6291.812,198.988,31.62,-9.497,0.034,13.902,0.034
Auto_619,5892.15,3427.26,5892.34,3427.33,,,,,475.0,4805.000,6246.522,201.155,31.05,-9.489,0.035,13.910,0.035
Auto_620,4547.28,2178.33,4547.47,2178.34,,,,,426.0,4791.000,6455.104,199.866,32.30,-9.525,0.034,13.874,0.034
Auto_621,1227.81,3024.88,1227.83,3024.89,,,,,528.0,4780.000,5812.310,197.531,29.42,-9.411,0.037,13.988,0.037
Auto_622,4921.98,1372.11,4922.15,1372.06,,,,,368.0,4771.000,6238.291,200.653,31.09,-9.488,0.035,13.911,0.035
Auto_623,1095.57,3799.08,1095.58,3799.12,,,,,551.0,4754.000,5837.486,197.853,29.50,-9.416,0.037,13.983,0.037
Auto_624,5239.92,331.62,5240.08,331.50,,,,,407.0,4747.000,6472.570,200.044,32.36,-9.528,0.034,13.871,0.034
Auto_625,2899.93,3131.61,2900.01,3131.59,,,,,429.0,4735.000,6250.921,198.398,31.51,-9.490,0.034,13.909,0.034
Auto_626,2986.36,3213.85,2986.44,3213.88,,,,,456.0,4723.000,6212.582,198.328,31.32,-9.483,0.035,13.916,0.035
Auto_627,5856.80,4147.49,5857.00,4147.55,,,,,430.0,4691.000,6282.645,200.402,31.35,-9.495,0.035,13.904,0.035
Auto_628,5905.72,3196.09,5905.87,3196.17,,,,,462.0,4678.000,6607.323,200.577,32.94,-9.550,0.033,13.849,0.033
Auto_629,4633.99,1382.37,4634.17,1382.28,,,,,370.0,4676.000,6101.736,199.783,30.54,-9.464,0.036,13.935,0.036
Auto_630,2395.48,644.81,2395.50,644.78,,,,,408.0,4676.000,6261.991,198.772,31.50,-9.492,0.034,13.907,0.034
Auto_631,2753.30,3168.17,2753.38,3168.20,,,,,463.0,4671.000,6040.298,197.469,30.59,-9.453,0.035,13.946,0.035
Auto_632,1734.85,947.54,1734.85,947.50,,,,,422.0,4671.000,6069.223,198.193,30.62,-9.458,0.035,13.941,0.035
Auto_633,2065.25,2131.03,2065.29,2131.04,,,,,457.0,4621.000,5865.921,197.137,29.76,-9.421,0.036,13.978,0.036
Auto_634,5001.81,2381.23,5001.93,2381.29,,,,,410.0,4614.000,6487.756,201.150,32.25,-9.530,0.034,13.869,0.034
Auto_635,1205.22,4039.34,1205.18,4039.35,,,,,534.0,4613.000,5740.237,197.997,28.99,-9.397,0.037,14.002,0.037
Auto_636,5569.66,744.35,5569.80,744.24,,,,,384.0,4613.000,6412.720,201.105,31.89,-9.518,0.034,13.881,0.034
Auto_637,3938.79,3483.85,3938.89,3483.90,,,,,400.0,4584.000,5788.411,198.289,29.19,-9.406,0.037,13.993,0.037
Auto_638,956.17,1931.44,956.21,1931.41,,,,,452.0,4564.000,5637.960,196.456,28.70,-9.378,0.038,14.021,0.038
Auto_639,5332.30,2874.93,5332.47,2874.97,,,,,419.0,4554.000,5989.661,199.403,30.04,-9.444,0.036,13.955,0.036
Auto_640,4748.19,2394.54,4748.40,2394.53,,,,,401.0,4550.000,6151.698,199.701,30.80,-9.472,0.035,13.927,0.035
Auto_641,5341.45,3616.26,5341.59,3616.35,,,,,448.0,4499.000,6078.828,199.613,30.45,-9.460,0.036,13.939,0.036
Auto_642,4322.48,3958.72,4322.55,3958.78,,,,,426.0,4480.000,5913.036,199.074,29.70,-9.430,0.037,13.969,0.037
Auto_643,540.04,3024.52,540.06,3024.56,,,,,483.0,4479.000,5440.650,197.680,27.52,-9.339,0.039,14.060,0.039
Auto_644,1190.62,1821.13,1190.66,1821.12,,,,,467.0,4472.000,5455.120,196.909,27.70,-9.342,0.039,14.057,0.039
Auto_645,3153.73,3362.76,3153.83,3362.79,,,,,394.0,4469.000,5648.182,197.961,28.53,-9.380,0.038,14.019,0.038
Auto_646,556.10,2856.59,556.08,2856.53,,,,,464.0,4455.000,5507.999,197.284,27.92,-9.352,0.039,14.047,0.039
Auto_647,6220.33,1043.10,6220.50,1043.05,,,,,415.0,4445.000,5917.284,200.563,29.50,-9.430,0.037,13.969,0.037
Auto_648,2736.35,605.17,2736.42,605.05,,,,,273.0,4441.000,7519.749,211.258,35.60,-9.691,0.031,13.708,0.031
Auto_649,3561.23,209.57,3561.27,209.43,,,,,401.0,4434.000,6055.596,199.085,30.42,-9.455,0.036,13.944,0.036
Auto_650,4204.35,1714.97,4204.51,1714.94,,,,,384.0,4427.000,5831.121,199.495,29.23,-9.414,0.037,13.985,0.037
Auto_651,5912.79,3951.06,5912.96,3951.11,,,,,400.0,4425.000,5669.178,199.234,28.45,-9.384,0.038,14.015,0.038
Auto_652,2837.89,1285.76,2837.97,1285.70,,,,,370.0,4425.000,5723.214,197.858,28.93,-9.394,0.038,14.005,0.038
Auto_653,5754.70,3245.00,5754.82,3245.06,,,,,425.0,4421.000,6006.855,199.547,30.10,-9.447,0.036,13.952,0.036
Auto_654,2379.91,4127.74,2379.95,4127.77,,,,,452.0,4421.000,5532.097,197.038,28.08,-9.357,0.039,14.042,0.039
Auto_655,5233.31,1379.72,5233.51,1379.66,,,,,406.0,4420.000,6047.511,200.074,30.23,-9.454,0.036,13.945,0.036
Auto_656,6029.97,3679.13,6030.14,3679.20,,,,,415.0,4405.000,5667.315,199.552,28.40,-9.383,0.038,14.016,0.038
Auto_657,4496.35,953.27,4496.52,953.17,,,,,371.0,4402.000,5847.434,199.526,29.31,-9.417,0.037,13.982,0.037
Auto_658,2653.60,3205.61,2653.65,3205.64,,,,,412.0,4398.000,5871.833,199.167,29.48,-9.422,0.037,13.977,0.037
Auto_659,2417.95,3017.63,2418.01,3017.66,,,,,410.0,4385.000,5571.591,196.648,28.33,-9.365,0.038,14.034,0.038
Auto_660,887.50,2214.98,887.55,2214.98,,,,,477.0,4383.000,5422.378,197.876,27.40,-9.335,0.040,14.064,0.040
Auto_661,4768.16,3751.16,4768.30,3751.22,,,,,435.0,4381.000,5689.853,198.145,28.72,-9.388,0.038,14.011,0.038
Auto_662,2642.05,84.76,2642.05,84.68,,,,,400.0,4376.000,5614.284,198.276,28.32,-9.373,0.038,14.026,0.038
Auto_663,3832.68,2895.17,3832.76,2895.21,,,,,407.0,4372.000,6058.982,197.795,30.63,-9.456,0.035,13.943,0.035
Auto_664,3825.14,302.91,3825.23,302.79,,,,,378.0,4357.000,5801.754,198.770,29.19,-9.409,0.037,13.990,0.037
Auto_665,2869.03,2166.20,2869.15,2166.19,,,,,367.0,4344.000,5589.299,197.285,28.33,-9.368,0.038,14.031,0.038
Auto_666,1239.84,2362.72,1239.84,2362.71,,,,,449.0,4340.000,5291.128,196.646,26.91,-9.309,0.040,14.090,0.040
Auto_667,904.43,3559.81,904.41,3559.79,,,,,491.0,4322.000,5284.074,196.201,26.93,-9.307,0.040,14.092,0.040
Auto_668,5662.35,270.93,5662.50,270.85,,,,,401.0,4319.000,5781.310,199.521,28.98,-9.405,0.037,13.994,0.037
Auto_669,4101.44,82.10,4101.54,81.96,,,,,360.0,4300.000,5722.231,199.090,28.74,-9.394,0.038,14.005,0.038
Auto_670,579.60,2011.95,579.63,2011.94,,,,,472.0,4287.000,5249.451,196.511,26.71,-9.300,0.041,14.099,0.041
Auto_671,5997.58,4156.29,5997.74,4156.42,,,,,433.0,4271.000,5976.580,199.926,29.89,-9.441,0.036,13.958,0.036
Auto_672,3850.87,3012.68,3850.96,3012.71,,,,,361.0,4271.000,5439.170,198.551,27.39,-9.339,0.040,14.060,0.040
Auto_673,2516.29,2026.56,2516.41,2026.52,,,,,365.0,4257.000,5687.618,197.684,28.77,-9.387,0.038,14.012,0.038
Auto_674,4617.08,3498.73,4617.22,3498.79,,,,,376.0,4233.000,5425.514,197.329,27.49,-9.336,0.039,14.063,0.039
Auto_675,2460.67,1887.15,2460.78,1887.14,,,,,351.0,4232.000,5323.577,196.542,27.09,-9.316,0.040,14.083,0.040
Auto_676,68.20,2897.06,68.18,2897.06,,,,,513.0,4231.000,5479.853,198.170,27.65,-9.347,0.039,14.052,0.039
Auto_677,2575.14,773.93,2575.20,773.87,,,,,384.0,4227.000,5460.511,198.046,27.57,-9.343,0.039,14.056,0.039
Auto_678,5444.08,2027.24,5444.26,2027.25,,,,,356.0,4163.000,5406.199,198.375,27.25,-9.332,0.040,14.067,0.040
Auto_679,1373.24,3828.46,1373.19,3828.44,,,,,438.0,4138.000,5105.476,196.752,25.95,-9.270,0.042,14.129,0.042
Auto_680,3446.41,2264.71,3446.57,2264.62,,,,,341.0,4133.000,5821.738,198.608,29.31,-9.413,0.037,13.986,0.037
Auto_681,1503.47,2838.54,1503.47,2838.57,,,,,395.0,4124.000,5188.871,196.924,26.35,-9.288,0.041,14.111,0.041
