id,raw_x,raw_y,refined_x,refined_y,ra_deg,dec_deg,ra_hms,dec_dms,peak_adu,dao_flux,net_flux,flux_err,snr,mag_inst,mag_inst_err,mag_calibrated,mag_calibrated_err
Auto_147,3707.67,2946.24,3707.67,2946.22,144.86854,43.91450,09h39m28.45s,+43d54m52.2s,1951.0,12154.000,13694.049,243.026,56.35,-10.341,0.019,12.905,0.159
Auto_148,3580.71,2215.73,3580.68,2215.73,144.60393,44.12630,09h38m24.94s,+44d07m34.7s,1969.0,12057.000,13362.799,243.557,54.87,-10.315,0.020,12.931,0.159
Auto_149,2421.82,2655.45,2421.77,2655.48,144.20679,43.74558,09h36m49.63s,+43d44m44.1s,1932.0,11990.000,13522.443,241.233,56.06,-10.328,0.019,12.918,0.159
Auto_150,5919.52,2750.22,5919.53,2750.24,145.81792,44.42362,09h43m16.30s,+44d25m25.0s,1701.0,11979.000,15031.420,248.095,60.59,-10.443,0.018,12.804,0.159
Auto_151,1416.04,397.36,1416.03,397.43,143.10337,44.26460,09h32m24.81s,+44d15m52.6s,1583.0,11907.000,13870.479,243.027,57.07,-10.355,0.019,12.891,0.159
Auto_152,4606.09,361.38,4606.11,361.35,144.53861,44.93768,09h38m09.27s,+44d56m15.7s,1401.0,11313.000,13438.676,251.570,53.42,-10.321,0.020,12.925,0.159
Auto_153,2635.04,954.63,2635.02,954.65,143.81338,44.34007,09h35m15.21s,+44d20m24.3s,1927.0,11288.000,12502.215,246.152,50.79,-10.242,0.021,13.004,0.160
Auto_154,2158.74,916.54,2158.70,916.56,143.58765,44.25322,09h34m21.04s,+44d15m11.6s,1608.0,11230.000,12942.962,250.992,51.57,-10.280,0.021,12.966,0.160
Auto_155,4650.63,2137.74,4650.63,2137.73,145.06777,44.36941,09h40m16.26s,+44d22m09.9s,1662.0,11137.000,12797.289,244.564,52.33,-10.268,0.021,12.978,0.159
Auto_156,4732.88,2189.65,4732.87,2189.66,145.11993,44.36911,09h40m28.78s,+44d22m08.8s,1609.0,11106.000,13411.674,255.754,52.44,-10.319,0.021,12.927,0.159
Auto_157,4191.39,1106.91,4191.39,1106.92,144.56406,44.61145,09h38m15.37s,+44d36m41.2s,1809.0,10857.000,12871.456,243.091,52.95,-10.274,0.021,12.972,0.159
Auto_158,6098.61,2003.02,6098.60,2003.02,145.69069,44.70365,09h42m45.77s,+44d42m13.1s,1354.0,10649.000,13385.157,250.966,53.33,-10.317,0.020,12.929,0.159
Auto_159,1190.04,710.34,1190.01,710.42,143.09390,44.11667,09h32m22.54s,+44d07m00.0s,1385.0,10484.000,12184.433,241.539,50.44,-10.215,0.022,13.032,0.160
Auto_160,5381.20,2962.69,5381.19,2962.70,145.63211,44.24684,09h42m31.71s,+44d14m48.6s,1526.0,10413.000,12297.745,242.900,50.63,-10.225,0.021,13.021,0.160
Auto_161,5623.03,3848.33,5623.09,3848.36,145.98663,44.00507,09h43m56.79s,+44d00m18.2s,1462.0,10395.000,12498.853,244.931,51.03,-10.242,0.021,13.004,0.160
Auto_162,1909.23,2566.31,1909.25,2566.31,143.95176,43.66862,09h35m48.42s,+43d40m07.0s,1860.0,10218.000,11605.832,240.703,48.22,-10.162,0.023,13.084,0.160
Auto_163,3422.85,1967.16,3422.83,1967.17,144.46146,44.17475,09h37m50.75s,+44d10m29.1s,1849.0,9749.000,11084.468,244.287,45.37,-10.112,0.024,13.134,0.160
Auto_164,4224.36,1171.64,4224.36,1171.65,144.59771,44.59717,09h38m23.45s,+44d35m49.8s,1473.0,9683.000,11325.411,236.544,47.88,-10.135,0.023,13.111,0.160
Auto_165,634.06,3814.05,634.08,3814.07,143.74230,43.00330,09h34m58.15s,+43d00m11.9s,1247.0,9583.000,11086.265,244.987,45.25,-10.112,0.024,13.134,0.160
Auto_166,791.68,683.06,791.68,683.06,142.90886,44.04158,09h31m38.13s,+44d02m29.7s,1130.0,9516.000,11333.667,232.681,48.71,-10.136,0.022,13.110,0.160
Auto_167,4831.80,2611.69,4831.77,2611.68,145.28402,44.25132,09h41m08.16s,+44d15m04.8s,1302.0,9441.000,10767.241,247.233,43.55,-10.080,0.025,13.166,0.160
Auto_168,347.17,899.86,347.17,899.86,142.77555,43.87849,09h31m06.13s,+43d52m42.6s,1077.0,9358.000,10769.268,245.793,43.81,-10.080,0.025,13.166,0.160
Auto_169,4004.26,3908.47,4004.30,3908.46,145.27182,43.66111,09h41m05.24s,+43d39m40.0s,1491.0,9246.000,11085.583,239.771,46.23,-10.112,0.023,13.134,0.160
Auto_170,4626.99,2450.85,4626.98,2450.85,145.14556,44.26250,09h40m34.94s,+44d15m45.0s,1445.0,9195.000,10492.243,239.951,43.73,-10.052,0.025,13.194,0.160
Auto_171,6178.81,2938.96,6178.86,2938.95,145.98837,44.41318,09h43m57.21s,+44d24m47.4s,1162.0,9183.000,11066.210,249.190,44.41,-10.110,0.024,13.136,0.160
Auto_172,3653.51,1813.78,3653.52,1813.75,144.52214,44.27186,09h38m05.31s,+44d16m18.7s,1364.0,9129.000,10182.434,236.260,43.10,-10.020,0.025,13.226,0.160
Auto_173,5969.05,286.95,5969.15,286.93,145.14326,45.23666,09h40m34.38s,+45d14m12.0s,951.0,9091.000,11045.040,238.416,46.33,-10.108,0.023,13.138,0.160
Auto_174,375.10,3722.79,375.10,3722.79,143.60260,42.97925,09h34m24.62s,+42d58m45.3s,1103.0,9065.000,10072.743,242.468,41.54,-10.008,0.026,13.238,0.160
Auto_175,3520.54,3669.10,3520.51,3669.14,144.98723,43.64112,09h39m56.94s,+43d38m28.0s,1600.0,9036.000,10585.037,233.593,45.31,-10.062,0.024,13.184,0.160
Auto_176,2545.16,2764.43,2544.80,2764.64,144.29322,43.73565,09h37m10.37s,+43d44m08.3s,1302.0,9033.000,11450.631,234.746,48.78,-10.147,0.022,13.099,0.160
Auto_177,423.82,2618.02,423.82,2618.02,143.30758,43.34377,09h33m13.82s,+43d20m37.6s,1243.0,9028.000,10108.235,244.842,41.28,-10.012,0.026,13.234,0.160
Auto_178,1038.77,3341.57,1038.81,3341.51,143.78627,43.23861,09h35m08.71s,+43d14m19.0s,1316.0,8968.000,10210.681,245.122,41.66,-10.023,0.026,13.223,0.160
Auto_179,3265.67,1845.56,3265.64,1845.58,144.35547,44.18195,09h37m25.31s,+44d10m55.0s,1353.0,8926.000,9853.700,241.629,40.78,-9.984,0.027,13.262,0.160
Auto_180,3324.17,206.48,3324.19,206.49,143.90834,44.72442,09h35m38.00s,+44d43m27.9s,1301.0,8814.000,10515.268,239.765,43.86,-10.055,0.025,13.191,0.160
Auto_181,2144.93,1912.14,2144.92,1912.14,143.86946,43.92892,09h35m28.67s,+43d55m44.1s,1622.0,8696.000,9497.584,245.034,38.76,-9.944,0.028,13.302,0.161
Auto_182,378.98,18.99,378.98,19.05,142.53190,44.16656,09h30m07.66s,+44d09m59.6s,842.0,8659.000,10341.128,245.500,42.12,-10.036,0.026,13.210,0.160
Auto_183,4067.63,220.69,4067.58,220.67,144.25144,44.87308,09h37m00.35s,+44d52m23.1s,1183.0,8653.000,10554.452,228.606,46.17,-10.059,0.024,13.187,0.160
Auto_184,2106.59,1768.38,2106.62,1768.35,143.81082,43.96743,09h35m14.60s,+43d58m02.8s,1281.0,8530.000,9559.366,235.060,40.67,-9.951,0.027,13.295,0.160
Auto_185,3242.59,647.04,3242.55,647.06,143.99931,44.56535,09h35m59.83s,+44d33m55.3s,1301.0,8481.000,9907.633,237.561,41.71,-9.990,0.026,13.256,0.160
Auto_186,3570.13,3302.90,3570.13,3302.90,144.90689,43.77039,09h39m37.65s,+43d46m13.4s,1544.0,8458.000,10008.133,228.968,43.71,-10.001,0.025,13.245,0.160
Auto_187,636.93,3307.98,636.94,3307.96,143.59934,43.16641,09h34m23.84s,+43d09m59.1s,1207.0,8445.000,9786.437,237.301,41.24,-9.977,0.026,13.269,0.160
Auto_188,13.83,2016.59,13.81,2016.62,142.95372,43.45103,09h31m48.89s,+43d27m03.7s,911.0,8312.000,9856.522,237.267,41.54,-9.984,0.026,13.262,0.160
Auto_189,4413.06,2006.41,4413.06,2006.41,144.92232,44.36407,09h39m41.36s,+44d21m50.7s,1253.0,8303.000,9477.571,238.740,39.70,-9.942,0.027,13.304,0.160
Auto_190,4302.59,502.72,4302.58,502.70,144.44058,44.83001,09h37m45.74s,+44d49m48.0s,1143.0,8185.000,10087.364,243.111,41.49,-10.009,0.026,13.237,0.160
Auto_191,2295.03,3240.40,2295.05,3240.38,144.31638,43.53000,09h37m15.93s,+43d31m48.0s,1439.0,8136.000,9379.416,240.785,38.95,-9.930,0.028,13.316,0.161
Auto_192,1570.70,1482.31,1570.71,1482.30,143.48819,43.94818,09h33m57.17s,+43d56m53.4s,1129.0,7823.000,8705.348,229.064,38.00,-9.849,0.029,13.397,0.161
Auto_193,5328.68,2888.70,5328.60,2888.73,145.58760,44.26054,09h42m21.02s,+44d15m37.9s,1084.0,7623.000,9720.594,254.614,38.18,-9.969,0.028,13.277,0.161
Auto_194,6178.15,1622.96,6178.21,1622.96,145.62004,44.84359,09h42m28.81s,+44d50m36.9s,921.0,7598.000,9401.017,236.309,39.78,-9.933,0.027,13.313,0.160
Auto_195,729.38,1687.97,729.37,1688.00,143.17369,43.70616,09h32m41.69s,+43d42m22.2s,973.0,7598.000,8576.070,235.757,36.38,-9.833,0.030,13.413,0.161
Auto_196,3269.77,3519.52,3269.79,3519.47,144.83248,43.63878,09h39m19.79s,+43d38m19.6s,1136.0,7553.000,8788.922,226.913,38.73,-9.860,0.028,13.386,0.161
Auto_197,3433.17,393.10,3433.17,393.12,144.01220,44.68676,09h36m02.93s,+44d41m12.3s,1123.0,7436.000,8404.436,234.787,35.80,-9.811,0.030,13.435,0.161
Auto_198,4688.98,480.76,4689.03,480.75,144.61109,44.91590,09h38m26.66s,+44d54m57.2s,959.0,7402.000,8747.374,232.845,37.57,-9.855,0.029,13.391,0.161
Auto_199,2109.06,2959.67,2109.05,2959.66,144.15343,43.58264,09h36m36.82s,+43d34m57.5s,1218.0,7393.000,8054.079,232.389,34.66,-9.765,0.031,13.481,0.161
Auto_200,1166.20,1927.88,1166.20,1927.88,143.43687,43.72028,09h33m44.85s,+43d43m13.0s,1228.0,7376.000,8223.346,231.311,35.55,-9.788,0.031,13.458,0.161
Auto_201,974.85,4003.85,974.85,4003.83,143.94620,43.01238,09h35m47.09s,+43d00m44.6s,957.0,7355.000,8390.195,230.788,36.35,-9.809,0.030,13.437,0.161
Auto_202,2462.07,2792.96,2462.07,2792.95,144.26405,43.70931,09h37m03.37s,+43d42m33.5s,1452.0,7340.000,8023.600,233.363,34.38,-9.761,0.032,13.485,0.161
Auto_203,1141.05,1632.91,1141.05,1632.90,143.34034,43.80996,09h33m21.68s,+43d48m35.8s,1147.0,7312.000,8381.462,232.886,35.99,-9.808,0.030,13.438,0.161
Auto_204,2915.57,494.14,2915.61,494.14,143.80656,44.54694,09h35m13.57s,+44d32m49.0s,906.0,7266.000,7990.217,240.824,33.18,-9.756,0.033,13.490,0.161
Auto_205,2568.85,2489.30,2568.85,2489.29,144.22538,43.82971,09h36m54.09s,+43d49m47.0s,1327.0,7232.000,8419.384,225.463,37.34,-9.813,0.029,13.433,0.161
Auto_206,5834.21,4099.91,5834.23,4099.94,146.15091,43.96451,09h44m36.22s,+43d57m52.2s,929.0,6930.000,8751.257,235.696,37.13,-9.855,0.029,13.391,0.161
Auto_207,3281.57,4120.36,3281.62,4120.32,145.00579,43.44586,09h40m01.39s,+43d26m45.1s,987.0,6906.000,8083.017,222.630,36.31,-9.769,0.030,13.477,0.161
Auto_208,4714.00,902.31,4714.01,902.30,144.74401,44.78429,09h38m58.56s,+44d47m03.5s,904.0,6839.000,7706.149,234.702,32.83,-9.717,0.033,13.529,0.162
Auto_209,3872.01,715.73,3872.01,715.73,144.30559,44.67285,09h37m13.34s,+44d40m22.3s,1006.0,6771.000,8015.676,232.328,34.50,-9.760,0.031,13.486,0.161
Auto_210,2842.14,704.70,2842.14,704.71,143.83450,44.46376,09h35m20.28s,+44d27m49.5s,1086.0,6680.000,7717.761,226.570,34.06,-9.719,0.032,13.527,0.161
Auto_211,745.10,2182.07,745.11,2182.07,143.32361,43.55070,09h33m17.67s,+43d33m02.5s,946.0,6562.000,7078.564,237.598,29.79,-9.625,0.036,13.621,0.162
Auto_212,5356.39,127.16,5356.45,127.12,144.81530,45.16552,09h39m15.67s,+45d09m55.9s,785.0,6562.000,7956.057,243.148,32.72,-9.752,0.033,13.494,0.162
Auto_213,211.45,466.40,211.39,466.49,142.58908,43.98834,09h30m21.38s,+43d59m18.0s,657.0,6546.000,7816.649,241.418,32.38,-9.733,0.034,13.513,0.162
Auto_214,4692.35,2580.23,4692.35,2580.26,145.21176,44.23347,09h40m50.82s,+44d14m00.5s,1126.0,6542.000,7780.580,226.182,34.40,-9.728,0.032,13.519,0.161
Auto_215,2856.95,1748.84,2856.92,1748.85,144.14295,44.12911,09h36m34.31s,+44d07m44.8s,1273.0,6542.000,7232.510,233.938,30.92,-9.648,0.035,13.598,0.162
Auto_216,1354.85,757.26,1354.85,757.25,143.18108,44.13623,09h32m43.46s,+44d08m10.4s,919.0,6541.000,7443.827,242.984,30.64,-9.679,0.035,13.567,0.162
Auto_217,2938.89,171.01,2938.88,171.02,143.72304,44.65592,09h34m53.53s,+44d39m21.3s,954.0,6505.000,7068.145,228.846,30.89,-9.623,0.035,13.623,0.162
Auto_218,180.59,2875.16,180.62,2875.15,143.27469,43.21074,09h33m05.93s,+43d12m38.7s,805.0,6461.000,7562.803,240.852,31.40,-9.697,0.035,13.549,0.162
Auto_219,1261.57,2213.99,1261.58,2213.96,143.56183,43.64800,09h34m14.84s,+43d38m52.8s,1042.0,6406.000,7076.380,231.346,30.59,-9.625,0.035,13.622,0.162
Auto_220,4179.21,3372.88,4179.19,3372.89,145.20154,43.87111,09h40m48.37s,+43d52m16.0s,1142.0,6387.000,7660.342,237.292,32.28,-9.711,0.034,13.535,0.162
Auto_221,1688.21,3293.89,1688.21,3293.87,144.06081,43.38789,09h36m14.60s,+43d23m16.4s,1108.0,6368.000,7169.100,229.642,31.22,-9.639,0.035,13.607,0.162
Auto_222,4049.12,2614.01,4049.10,2614.02,144.92926,44.09217,09h39m43.02s,+44d05m31.8s,1296.0,6317.000,7238.860,237.379,30.49,-9.649,0.036,13.597,0.162
Auto_223,868.92,2922.29,868.94,2922.29,143.59131,43.33841,09h34m21.92s,+43d20m18.3s,918.0,6295.000,7421.378,240.163,30.90,-9.676,0.035,13.570,0.162
Auto_224,3260.59,492.65,3260.55,492.66,143.96267,44.61894,09h35m51.04s,+44d37m08.2s,845.0,6276.000,7414.100,242.209,30.61,-9.675,0.035,13.571,0.162
Auto_225,3528.63,1736.22,3528.63,1736.22,144.44328,44.27145,09h37m46.39s,+44d16m17.2s,958.0,6203.000,6671.944,227.994,29.26,-9.561,0.037,13.685,0.162
Auto_226,1782.06,972.20,1782.07,972.22,143.43471,44.15663,09h33m44.33s,+44d09m23.9s,943.0,6180.000,7028.831,236.437,29.73,-9.617,0.037,13.629,0.162
Auto_227,548.31,2226.07,548.27,2226.08,143.24940,43.49553,09h32m59.86s,+43d29m43.9s,642.0,6109.000,6726.002,238.088,28.25,-9.569,0.038,13.677,0.163
Auto_228,735.06,3246.62,735.05,3246.64,143.62505,43.20640,09h34m30.01s,+43d12m23.1s,786.0,6099.000,6892.397,233.348,29.54,-9.596,0.037,13.650,0.162
Auto_229,707.96,4046.77,708.01,4046.65,143.84083,42.94380,09h35m21.80s,+42d56m37.7s,727.0,6088.000,7203.807,238.608,30.19,-9.644,0.036,13.602,0.162
Auto_230,255.21,2801.69,255.20,2801.73,143.28631,43.24980,09h33m08.71s,+43d14m59.3s,754.0,5990.000,6991.194,237.259,29.47,-9.611,0.037,13.635,0.162
Auto_231,5677.63,2652.63,5677.58,2652.70,145.68053,44.40745,09h42m43.33s,+44d24m26.8s,748.0,5918.000,7580.470,239.943,31.59,-9.699,0.034,13.547,0.162
Auto_232,5301.98,2508.08,5301.98,2508.09,145.46892,44.37965,09h41m52.54s,+44d22m46.7s,868.0,5914.000,7050.918,228.227,30.89,-9.621,0.035,13.625,0.162
Auto_233,1016.35,3648.11,1016.37,3648.14,143.86362,43.13533,09h35m27.27s,+43d08m07.2s,793.0,5829.000,6635.704,239.299,27.73,-9.555,0.039,13.691,0.163
Auto_234,1836.03,1261.26,1836.04,1261.27,143.54283,44.07478,09h34m10.28s,+44d04m29.2s,924.0,5761.000,6367.709,228.550,27.86,-9.510,0.039,13.736,0.163
Auto_235,2933.16,2370.51,2933.11,2370.57,144.35545,43.94321,09h37m25.31s,+43d56m35.6s,1014.0,5725.000,6452.974,230.136,28.04,-9.524,0.039,13.722,0.163
Auto_236,5965.66,3128.49,5965.74,3128.53,145.94386,44.30888,09h43m46.53s,+44d18m32.0s,737.0,5674.000,7483.446,232.354,32.21,-9.685,0.034,13.561,0.162
Auto_237,4899.37,2003.63,4899.36,2003.66,145.14312,44.46340,09h40m34.35s,+44d27m48.2s,855.0,5646.000,6855.806,226.642,30.25,-9.590,0.036,13.656,0.162
Auto_238,246.41,2831.25,246.40,2831.26,143.29095,43.23849,09h33m09.83s,+43d14m18.6s,647.0,5640.000,6563.746,233.196,28.15,-9.543,0.039,13.703,0.163
Auto_239,2717.57,1764.80,2717.50,1764.83,144.08465,44.09515,09h36m20.32s,+44d05m42.5s,921.0,5616.000,6511.049,233.990,27.83,-9.534,0.039,13.712,0.163
Auto_240,1171.47,457.85,1171.43,457.86,143.01191,44.19374,09h32m02.86s,+44d11m37.5s,645.0,5556.000,6492.234,234.309,27.71,-9.531,0.039,13.715,0.163
Auto_241,94.88,3742.78,94.87,3742.78,143.48559,42.91511,09h33m56.54s,+42d54m54.4s,627.0,5505.000,6397.722,232.472,27.52,-9.515,0.039,13.731,0.163
Auto_242,3425.89,495.12,3425.88,495.13,144.03852,44.65231,09h36m09.24s,+44d39m08.3s,831.0,5499.000,6214.119,244.600,25.41,-9.483,0.043,13.763,0.164
Auto_243,3296.53,3449.94,3296.49,3449.95,144.82497,43.66686,09h39m17.99s,+43d40m00.7s,904.0,5498.000,6249.177,226.027,27.65,-9.490,0.039,13.756,0.163
Auto_244,3437.28,441.32,3437.28,441.33,144.02808,44.67204,09h36m06.74s,+44d40m19.3s,797.0,5460.000,6543.426,242.156,27.02,-9.540,0.040,13.707,0.163
Auto_245,4049.62,3541.10,4049.63,3541.07,145.18998,43.79004,09h40m45.60s,+43d47m24.2s,807.0,5445.000,6321.945,234.901,26.91,-9.502,0.040,13.744,0.163
Auto_246,714.86,1277.52,714.81,1277.55,143.04806,43.83486,09h32m11.53s,+43d50m05.5s,660.0,5426.000,6372.391,239.066,26.66,-9.511,0.041,13.735,0.163
Auto_247,4782.25,2952.24,4782.26,2952.26,145.35707,44.13011,09h41m25.70s,+44d07m48.4s,914.0,5345.000,6388.667,234.251,27.27,-9.514,0.040,13.733,0.163
Auto_248,3433.08,419.84,3433.09,419.84,144.01993,44.67811,09h36m04.78s,+44d40m41.2s,842.0,5314.000,6144.586,224.481,27.37,-9.471,0.040,13.775,0.163
Auto_249,700.84,4024.13,700.86,4024.10,143.83128,42.94960,09h35m19.51s,+42d56m58.6s,612.0,5297.000,6425.351,231.070,27.81,-9.520,0.039,13.726,0.163
Auto_250,5582.72,2222.55,5582.72,2222.53,145.51672,44.52915,09h42m04.01s,+44d31m45.0s,680.0,5283.000,6884.118,230.310,29.89,-9.595,0.036,13.651,0.162
Auto_251,3153.75,1456.29,3153.74,1456.28,144.19295,44.28514,09h36m46.31s,+44d17m06.5s,839.0,5220.000,5590.539,226.086,24.73,-9.369,0.044,13.877,0.164
Auto_252,1731.09,3185.99,1731.09,3185.99,144.04920,43.43158,09h36m11.81s,+43d25m53.7s,939.0,5219.000,5493.562,229.279,23.96,-9.350,0.045,13.896,0.164
Auto_253,5912.06,1173.69,5912.13,1173.68,145.37071,44.93716,09h41m28.97s,+44d56m13.8s,596.0,5202.000,6391.889,237.745,26.89,-9.514,0.040,13.732,0.163
Auto_254,2773.41,731.73,2773.38,731.75,143.81124,44.44077,09h35m14.70s,+44d26m26.8s,827.0,5197.000,6005.897,229.154,26.21,-9.446,0.041,13.800,0.163
Auto_255,619.75,4169.15,619.77,4169.14,143.83672,42.88643,09h35m20.81s,+42d53m11.2s,634.0,5175.000,6074.021,236.038,25.73,-9.459,0.042,13.787,0.164
Auto_256,1071.22,1152.58,1071.25,1152.52,143.16984,43.94975,09h32m40.76s,+43d56m59.1s,643.0,5160.000,6094.207,245.609,24.81,-9.462,0.044,13.784,0.164
Auto_257,4089.74,1583.18,4089.63,1583.21,144.65440,44.43600,09h38m37.06s,+44d26m09.6s,854.0,5150.000,6228.803,227.259,27.41,-9.486,0.040,13.760,0.163
Auto_258,5624.99,3762.97,5625.01,3762.97,145.96410,44.03341,09h43m51.38s,+44d02m00.3s,689.0,5131.000,5839.918,232.343,25.13,-9.416,0.043,13.830,0.164
Auto_259,407.26,618.81,407.24,618.84,142.71998,43.98104,09h30m52.80s,+43d58m51.8s,569.0,5111.000,5727.953,230.991,24.80,-9.395,0.044,13.851,0.164
Auto_260,918.93,4134.59,918.98,4134.53,143.95855,42.95889,09h35m50.05s,+42d57m32.0s,735.0,5109.000,6119.867,231.829,26.40,-9.467,0.041,13.779,0.163
Auto_261,3724.89,69.44,3724.93,69.47,144.05098,44.85140,09h36m12.24s,+44d51m05.0s,637.0,5082.000,6191.147,233.384,26.53,-9.479,0.041,13.767,0.163
Auto_262,3926.38,4033.62,3926.43,4033.58,145.27148,43.60460,09h41m05.15s,+43d36m16.6s,773.0,5041.000,6370.262,233.682,27.26,-9.510,0.040,13.736,0.163
Auto_263,2890.25,3164.18,2890.26,3164.20,144.56169,43.67676,09h38m14.81s,+43d40m36.3s,977.0,5026.000,5684.975,220.903,25.74,-9.387,0.042,13.859,0.164
Auto_264,2051.05,3393.57,2051.02,3393.59,144.25081,43.43031,09h37m00.19s,+43d25m49.1s,827.0,5013.000,5721.545,234.425,24.41,-9.394,0.044,13.852,0.164
Auto_265,4857.12,752.92,4857.15,752.90,144.76656,44.86181,09h39m03.97s,+44d51m42.5s,762.0,4929.000,6004.674,238.986,25.13,-9.446,0.043,13.800,0.164
Auto_266,3130.13,1266.26,3130.12,1266.28,144.12747,44.34182,09h36m30.59s,+44d20m30.6s,870.0,4928.000,5543.327,225.872,24.54,-9.359,0.044,13.887,0.164
Auto_267,2085.36,411.66,2085.39,411.65,143.40766,44.40043,09h33m37.84s,+44d24m01.5s,566.0,4919.000,5819.222,239.140,24.33,-9.412,0.045,13.834,0.164
Auto_268,6057.05,646.95,6057.16,646.91,145.28700,45.13740,09h41m08.88s,+45d08m14.6s,485.0,4911.000,5915.673,244.572,24.19,-9.430,0.045,13.816,0.164
Auto_269,1167.24,1401.31,1167.25,1401.35,143.28482,43.88992,09h33m08.36s,+43d53m23.7s,709.0,4877.000,5546.904,226.159,24.53,-9.360,0.044,13.886,0.164
Auto_270,604.82,3019.35,604.84,3019.32,143.50258,43.25248,09h34m00.62s,+43d15m08.9s,652.0,4872.000,5389.395,226.998,23.74,-9.329,0.046,13.917,0.165
Auto_271,4465.54,4032.86,4465.56,4032.81,145.51425,43.71346,09h42m03.42s,+43d42m48.4s,661.0,4853.000,5730.964,236.364,24.25,-9.396,0.045,13.850,0.164
Auto_272,1111.48,2563.02,1111.45,2563.04,143.59561,43.50436,09h34m22.95s,+43d30m15.7s,740.0,4805.000,5434.049,239.904,22.65,-9.338,0.048,13.908,0.165
Auto_273,4514.57,2653.82,4514.57,2653.78,145.15171,44.17354,09h40m36.41s,+44d10m24.8s,704.0,4783.000,5432.917,232.133,23.40,-9.338,0.046,13.908,0.165
Auto_274,1962.55,3267.43,1962.52,3267.43,144.17553,43.45291,09h36m42.13s,+43d27m10.5s,778.0,4772.000,5352.900,232.752,23.00,-9.321,0.047,13.925,0.165
Auto_275,2415.23,1512.43,2415.21,1512.50,143.87568,44.11421,09h35m30.16s,+44d06m51.2s,692.0,4743.000,5598.125,234.200,23.90,-9.370,0.045,13.876,0.165
Auto_276,5405.03,2417.30,5405.05,2417.31,145.49040,44.42996,09h41m57.70s,+44d25m47.9s,689.0,4734.000,5677.806,229.331,24.76,-9.385,0.044,13.861,0.164
Auto_277,3740.86,4036.23,3740.88,4036.22,145.18872,43.56626,09h40m45.29s,+43d33m58.5s,751.0,4709.000,5808.446,227.437,25.54,-9.410,0.043,13.836,0.164
Auto_278,1928.84,1170.09,1928.84,1170.10,143.55800,44.12353,09h34m13.92s,+44d07m24.7s,742.0,4675.000,5190.396,232.695,22.31,-9.288,0.049,13.958,0.165
Auto_279,1477.50,548.91,1477.52,548.90,143.17509,44.22889,09h32m42.02s,+44d13m44.0s,584.0,4638.000,5560.552,235.307,23.63,-9.363,0.046,13.883,0.165
Auto_280,2820.07,23.80,2820.06,23.79,143.62622,44.67857,09h34m30.29s,+44d40m42.9s,624.0,4577.000,5050.577,235.967,21.40,-9.258,0.051,13.988,0.166
Auto_281,3609.75,3184.65,3609.72,3184.63,144.89150,43.81695,09h39m33.96s,+43d49m01.0s,703.0,4552.000,5516.548,236.890,23.29,-9.354,0.047,13.892,0.165
Auto_282,1636.08,3947.79,1636.08,3947.77,144.22289,43.16609,09h36m53.49s,+43d09m57.9s,722.0,4550.000,4882.448,232.339,21.01,-9.222,0.052,14.024,0.166
Auto_283,145.50,3613.21,145.55,3613.16,143.47076,42.96702,09h33m52.98s,+42d58m01.3s,466.0,4523.000,5097.311,233.810,21.80,-9.268,0.050,13.978,0.166
Auto_284,4572.09,2281.31,4572.09,2281.32,145.07267,44.30670,09h40m17.44s,+44d18m24.1s,699.0,4506.000,5146.862,238.869,21.55,-9.279,0.050,13.967,0.166
Auto_285,2789.80,3784.49,2789.77,3784.53,144.69142,43.45489,09h38m45.94s,+43d27m17.6s,638.0,4490.000,4987.102,231.513,21.54,-9.245,0.050,14.001,0.166
Auto_286,5790.53,1542.65,5790.55,1542.65,145.41978,44.79266,09h41m40.75s,+44d47m33.6s,593.0,4468.000,5724.272,231.131,24.77,-9.394,0.044,13.852,0.164
Auto_287,2143.18,2471.59,2143.15,2471.61,144.02932,43.74762,09h36m07.04s,+43d44m51.4s,741.0,4465.000,4794.262,242.376,19.78,-9.202,0.055,14.044,0.167
Auto_288,5333.65,1221.61,5333.61,1221.64,145.11919,44.80572,09h40m28.61s,+44d48m20.6s,530.0,4410.000,5528.149,234.664,23.56,-9.356,0.046,13.890,0.165
Auto_289,3422.88,4168.06,3422.91,4168.05,145.08247,43.45900,09h40m19.79s,+43d27m32.4s,667.0,4370.000,5534.247,225.766,24.51,-9.358,0.044,13.888,0.164
Auto_290,2703.47,2855.56,2703.49,2855.54,144.39025,43.73863,09h37m33.66s,+43d44m19.1s,689.0,4314.000,4970.416,235.361,21.12,-9.241,0.051,14.005,0.166
Auto_291,939.03,3875.38,939.05,3875.37,143.89401,43.04633,09h35m34.56s,+43d02m46.8s,638.0,4314.000,5027.508,228.261,22.03,-9.253,0.049,13.993,0.166
Auto_292,1174.88,1699.31,1174.88,1699.31,143.37461,43.79566,09h33m29.91s,+43d47m44.4s,683.0,4304.000,4875.976,224.895,21.68,-9.220,0.050,14.026,0.166
Auto_293,2946.08,340.02,2946.07,340.01,143.77554,44.60297,09h35m06.13s,+44d36m10.7s,654.0,4262.000,4830.982,235.507,20.51,-9.210,0.053,14.036,0.167
Auto_294,5358.88,3042.95,5358.85,3042.95,145.64431,44.21612,09h42m34.64s,+44d12m58.0s,624.0,4251.000,4830.813,235.459,20.52,-9.210,0.053,14.036,0.167
