id,raw_x,raw_y,refined_x,refined_y,ra_deg,dec_deg,ra_hms,dec_dms,peak_adu,dao_flux,net_flux,flux_err,snr,mag_inst,mag_inst_err,mag_calibrated,mag_calibrated_err
Auto_147,2901.61,1910.34,2901.56,1910.38,144.29973,43.97221,09h37m11.94s,+43d58m20.0s,1837.0,12756.000,14317.310,243.658,58.76,-10.390,0.018,13.010,0.054
Auto_148,4817.89,2299.84,4817.91,2299.83,145.05826,44.48995,09h40m13.98s,+44d29m23.8s,1598.0,12702.000,14610.757,230.286,63.45,-10.412,0.017,12.988,0.053
Auto_149,5844.56,1445.43,5844.55,1445.45,145.76691,44.41663,09h43m04.06s,+44d24m59.9s,1284.0,12649.000,14845.041,248.635,59.71,-10.429,0.018,12.971,0.054
Auto_150,5936.08,1411.90,5936.11,1411.86,145.81795,44.42383,09h43m16.31s,+44d25m25.8s,1533.0,12475.000,15333.347,240.904,63.65,-10.464,0.017,12.935,0.053
Auto_151,597.05,2036.38,596.99,2036.36,143.23446,43.53497,09h32m56.27s,+43d32m05.9s,1358.0,12331.000,14302.538,248.216,57.62,-10.389,0.019,13.011,0.054
Auto_152,3414.25,2166.71,3414.28,2166.66,144.45806,44.16074,09h37m49.93s,+44d09m38.7s,1649.0,12081.000,13801.604,233.147,59.20,-10.350,0.018,13.050,0.054
Auto_153,1432.26,3764.04,1432.23,3764.00,143.10340,44.26480,09h32m24.82s,+44d15m53.3s,1449.0,11895.000,13507.116,236.801,57.04,-10.326,0.019,13.073,0.054
Auto_154,3597.30,1946.11,3597.29,1946.07,144.60392,44.12654,09h38m24.94s,+44d07m35.5s,1671.0,11763.000,13526.938,240.737,56.19,-10.328,0.019,13.071,0.054
Auto_155,2438.40,1506.06,2438.45,1506.14,144.20683,43.74578,09h36m49.64s,+43d44m44.8s,1606.0,11745.000,13538.581,246.447,54.94,-10.329,0.020,13.071,0.054
Auto_156,3724.31,1215.60,3724.36,1215.55,144.86850,43.91472,09h39m28.44s,+43d54m53.0s,1540.0,11660.000,13733.098,237.521,57.82,-10.344,0.019,13.055,0.054
Auto_157,2175.02,3245.02,2174.99,3245.01,143.58767,44.25343,09h34m21.04s,+44d15m12.3s,1574.0,11541.000,13021.634,243.544,53.47,-10.287,0.020,13.113,0.055
Auto_158,2698.10,538.21,2698.32,538.36,144.59756,43.48522,09h38m23.41s,+43d29m06.8s,6455.0,11515.000,11579.430,235.533,49.16,-10.159,0.022,13.240,0.055
Auto_159,6115.06,2159.18,6115.07,2159.18,145.69070,44.70390,09h42m45.77s,+44d42m14.0s,1322.0,11341.000,13571.547,246.035,55.16,-10.332,0.020,13.068,0.054
Auto_160,4207.79,3054.99,4207.78,3055.00,144.56406,44.61166,09h38m15.37s,+44d36m42.0s,1499.0,11217.000,13251.086,232.754,56.93,-10.306,0.019,13.094,0.054
Auto_161,2651.39,3207.07,2651.36,3207.02,143.81340,44.34031,09h35m15.22s,+44d20m25.1s,1512.0,11026.000,12669.592,240.117,52.76,-10.257,0.021,13.143,0.055
Auto_162,4667.24,2024.30,4667.20,2024.27,145.06775,44.36965,09h40m16.26s,+44d22m10.7s,1392.0,10972.000,12971.257,239.840,54.08,-10.282,0.020,13.117,0.054
Auto_163,5639.93,313.73,5640.00,313.71,145.98674,44.00530,09h43m56.82s,+44d00m19.1s,1305.0,10774.000,12879.333,245.787,52.40,-10.275,0.021,13.125,0.055
Auto_164,4749.47,1972.34,4749.40,1972.29,145.11991,44.36932,09h40m28.78s,+44d22m09.6s,1377.0,10696.000,13396.072,234.966,57.01,-10.317,0.019,13.082,0.054
Auto_165,5397.92,1199.38,5397.86,1199.37,145.63214,44.24706,09h42m31.71s,+44d14m49.4s,1309.0,10662.000,12353.609,233.077,53.00,-10.229,0.020,13.170,0.055
Auto_166,1206.35,3451.05,1206.33,3450.99,143.09395,44.11691,09h32m22.55s,+44d07m00.9s,1303.0,10639.000,12783.754,239.805,53.31,-10.267,0.020,13.133,0.055
Auto_167,1925.94,1595.16,1925.90,1595.19,143.95187,43.66887,09h35m48.45s,+43d40m07.9s,1593.0,10539.000,11745.626,250.728,46.85,-10.175,0.023,13.225,0.056
Auto_168,4622.30,3800.69,4622.31,3800.60,144.53857,44.93791,09h38m09.26s,+44d56m16.5s,1183.0,10254.000,12738.772,226.287,56.29,-10.263,0.019,13.137,0.054
Auto_169,808.04,3478.34,807.98,3478.32,142.90889,44.04185,09h31m38.13s,+44d02m30.7s,1141.0,10002.000,11540.028,245.786,46.95,-10.156,0.023,13.244,0.056
Auto_170,4021.28,253.39,4021.22,253.34,145.27188,43.66137,09h41m05.25s,+43d39m40.9s,1216.0,9888.000,11736.357,225.117,52.13,-10.174,0.021,13.226,0.055
Auto_171,4240.76,2990.24,4240.74,2990.26,144.59771,44.59737,09h38m23.45s,+44d35m50.5s,1241.0,9716.000,11451.940,227.811,50.27,-10.147,0.022,13.252,0.055
Auto_172,650.93,347.29,650.89,347.29,143.74239,43.00352,09h34m58.17s,+43d00m12.7s,1046.0,9480.000,11264.382,241.919,46.56,-10.129,0.023,13.270,0.056
Auto_173,3439.32,2194.63,3439.37,2194.57,144.46143,44.17496,09h37m50.74s,+44d10m29.8s,1285.0,9459.000,10858.250,223.024,48.69,-10.089,0.022,13.310,0.055
Auto_174,4848.49,1550.38,4848.41,1550.32,145.28401,44.25157,09h41m08.16s,+44d15m05.7s,1109.0,9270.000,11021.484,231.241,47.66,-10.106,0.023,13.294,0.055
Auto_175,4083.76,3941.11,4083.77,3941.14,144.25145,44.87323,09h37m00.35s,+44d52m23.6s,1072.0,9135.000,10673.043,217.571,49.06,-10.071,0.022,13.329,0.055
Auto_176,3537.29,492.68,3537.35,492.61,144.98720,43.64134,09h39m56.93s,+43d38m28.8s,1268.0,9095.000,10709.228,219.856,48.71,-10.074,0.022,13.325,0.055
Auto_177,4643.59,1711.06,4643.59,1711.10,145.14555,44.26269,09h40m34.93s,+44d15m45.7s,1194.0,9001.000,10328.782,230.400,44.83,-10.035,0.024,13.364,0.056
Auto_178,363.41,3261.58,363.45,3261.48,142.77546,43.87878,09h31m06.11s,+43d52m43.6s,937.0,8991.000,10944.956,233.857,46.80,-10.098,0.023,13.301,0.056
Auto_179,1377.73,2959.29,1379.88,2962.76,143.31350,43.99486,09h33m15.24s,+43d59m41.5s,1061.0,8973.000,24932.356,263.735,94.54,-10.992,0.011,12.408,0.052
Auto_180,2561.81,1397.26,2561.56,1397.05,144.29323,43.73591,09h37m10.37s,+43d44m09.3s,1047.0,8950.000,11444.780,243.374,47.03,-10.147,0.023,13.253,0.056
Auto_181,440.49,1543.21,440.48,1543.28,143.30770,43.34400,09h33m13.85s,+43d20m38.4s,1003.0,8943.000,10827.886,252.195,42.93,-10.086,0.025,13.313,0.057
Auto_182,901.80,3851.90,895.23,3855.24,142.84133,44.18120,09h31m21.92s,+44d10m52.3s,890.0,8916.000,112154.479,380.510,294.75,-12.625,0.004,10.775,0.051
Auto_183,391.87,438.35,391.94,438.44,143.60271,42.97939,09h34m24.65s,+42d58m45.8s,976.0,8855.000,10717.845,258.619,41.44,-10.075,0.026,13.324,0.057
Auto_184,1055.47,819.82,1055.53,819.89,143.78633,43.23883,09h35m08.72s,+43d14m19.8s,1129.0,8818.000,10038.106,239.716,41.87,-10.004,0.026,13.395,0.057
Auto_185,3340.45,3955.29,3340.43,3955.26,143.90840,44.72462,09h35m38.02s,+44d43m28.6s,1095.0,8715.000,10472.183,214.925,48.72,-10.050,0.022,13.349,0.055
Auto_186,395.27,4142.31,395.22,4142.25,142.53189,44.16681,09h30m07.65s,+44d10m00.5s,832.0,8704.000,10849.579,243.186,44.61,-10.089,0.024,13.311,0.056
Auto_187,3258.86,3514.70,3258.87,3514.71,143.99932,44.56554,09h35m59.84s,+44d33m56.0s,1002.0,8701.000,9619.316,227.883,42.21,-9.958,0.026,13.442,0.057
Auto_188,3282.23,2316.25,3282.19,2316.22,144.35549,44.18219,09h37m25.32s,+44d10m55.9s,1234.0,8661.000,9628.088,234.313,41.09,-9.959,0.026,13.441,0.057
Auto_189,3670.04,2348.04,3670.03,2348.04,144.52214,44.27207,09h38m05.31s,+44d16m19.5s,1286.0,8628.000,9991.725,224.054,44.60,-9.999,0.024,13.400,0.056
Auto_190,6195.47,1223.23,6195.49,1223.17,145.98846,44.41342,09h43m57.23s,+44d24m48.3s,1104.0,8614.000,10956.303,251.554,43.55,-10.099,0.025,13.300,0.056
Auto_191,2123.11,2393.15,2123.08,2393.14,143.81090,43.96767,09h35m14.62s,+43d58m03.6s,1234.0,8561.000,9673.562,243.735,39.69,-9.964,0.027,13.435,0.058
Auto_192,2161.45,2249.39,2161.40,2249.44,143.86952,43.92916,09h35m28.68s,+43d55m45.0s,1174.0,8518.000,9399.802,232.915,40.36,-9.933,0.027,13.467,0.057
Auto_193,6232.99,1951.49,6232.71,1951.57,145.80285,44.65935,09h43m12.69s,+44d39m33.6s,4044.0,8497.000,8602.493,237.501,36.22,-9.837,0.030,13.563,0.059
Auto_194,653.68,853.30,653.63,853.36,143.59944,43.16661,09h34m23.87s,+43d09m59.8s,985.0,8459.000,9788.139,239.486,40.87,-9.977,0.027,13.423,0.057
Auto_195,4318.79,3659.16,4318.78,3659.18,144.44056,44.83018,09h37m45.73s,+44d49m48.6s,1013.0,8450.000,9623.284,216.864,44.37,-9.958,0.024,13.441,0.056
Auto_196,3586.90,858.87,3586.91,858.87,144.90690,43.77061,09h39m37.66s,+43d46m14.2s,1233.0,8442.000,9790.169,219.669,44.57,-9.977,0.024,13.422,0.056
Auto_197,5985.32,3875.29,5985.42,3875.34,145.14332,45.23700,09h40m34.40s,+45d14m13.2s,696.0,8339.000,10731.311,234.409,45.78,-10.077,0.024,13.323,0.056
Auto_198,2311.87,921.17,2311.83,921.20,144.31648,43.53026,09h37m15.95s,+43d31m48.9s,1276.0,8335.000,9126.279,241.017,37.87,-9.901,0.029,13.499,0.058
Auto_199,4429.68,2155.46,4429.61,2155.46,144.92236,44.36428,09h39m41.37s,+44d21m51.4s,1020.0,8333.000,9650.915,233.886,41.26,-9.961,0.026,13.438,0.057
Auto_200,30.25,2144.58,30.29,2144.55,142.95374,43.45123,09h31m48.90s,+43d27m04.4s,800.0,8134.000,9968.616,246.919,40.37,-9.997,0.027,13.403,0.057
Auto_201,5345.38,1273.51,5345.30,1273.42,145.58758,44.26081,09h42m21.02s,+44d15m38.9s,892.0,8105.000,9633.112,224.277,42.95,-9.959,0.025,13.440,0.057
Auto_202,6194.55,2539.33,6194.63,2539.36,145.62004,44.84388,09h42m28.81s,+44d50m38.0s,787.0,8046.000,10065.818,247.749,40.63,-10.007,0.027,13.392,0.057
Auto_203,1587.14,2679.22,1587.11,2679.20,143.48824,43.94845,09h33m57.18s,+43d56m54.4s,1032.0,7672.000,8464.193,230.477,36.72,-9.819,0.030,13.581,0.059
Auto_204,3286.61,642.23,3286.57,642.29,144.83249,43.63903,09h39m19.80s,+43d38m20.5s,998.0,7671.000,8816.046,225.458,39.10,-9.863,0.028,13.536,0.058
Auto_205,2562.07,1396.63,2561.56,1397.05,144.29352,43.73576,09h37m10.45s,+43d44m08.7s,547.0,7575.000,11444.780,243.374,47.03,-10.147,0.023,13.253,0.056
Auto_206,745.83,2473.31,745.76,2473.38,143.17375,43.70640,09h32m41.70s,+43d42m23.0s,954.0,7510.000,9151.223,238.745,38.33,-9.904,0.028,13.496,0.058
Auto_207,1182.75,2233.45,1182.68,2233.46,143.43698,43.72052,09h33m44.87s,+43d43m13.9s,1002.0,7434.000,8542.936,230.409,37.08,-9.829,0.029,13.570,0.058
Auto_208,2125.76,1201.86,2125.77,1201.88,144.15349,43.58288,09h36m36.84s,+43d34m58.4s,1042.0,7400.000,8217.356,231.300,35.53,-9.787,0.031,13.613,0.059
Auto_209,5851.13,62.21,5851.07,62.20,146.15104,43.96477,09h44m36.25s,+43d57m53.2s,778.0,7317.000,8961.578,243.962,36.73,-9.881,0.030,13.519,0.059
Auto_210,2478.65,1368.62,2478.70,1368.68,144.26406,43.70952,09h37m03.37s,+43d42m34.3s,914.0,7305.000,7799.860,224.711,34.71,-9.730,0.031,13.669,0.059
Auto_211,2585.49,1672.25,2585.47,1672.31,144.22545,43.82993,09h36m54.11s,+43d49m47.7s,1052.0,7259.000,8027.016,240.982,33.31,-9.761,0.033,13.638,0.060
Auto_212,3449.39,3768.79,3449.40,3768.75,144.01218,44.68698,09h36m02.92s,+44d41m13.1s,823.0,7182.000,8459.019,220.145,38.42,-9.818,0.028,13.581,0.058
Auto_213,1157.54,2528.43,1157.48,2528.50,143.34043,43.81020,09h33m21.70s,+43d48m36.7s,917.0,6945.000,8348.871,234.749,35.57,-9.804,0.031,13.595,0.059
Auto_214,991.63,157.45,991.72,157.52,143.94626,43.01255,09h35m47.10s,+43d00m45.2s,770.0,6909.000,8045.905,239.975,33.53,-9.764,0.032,13.636,0.060
Auto_215,3888.25,3446.17,3888.25,3446.16,144.30555,44.67304,09h37m13.33s,+44d40m23.0s,855.0,6855.000,8229.704,222.549,36.98,-9.788,0.029,13.611,0.059
Auto_216,2931.94,3667.60,2931.86,3667.57,143.80662,44.54718,09h35m13.59s,+44d32m49.8s,832.0,6831.000,8075.169,213.152,37.88,-9.768,0.029,13.632,0.058
Auto_217,4705.26,3681.19,4705.28,3681.19,144.61111,44.91610,09h38m26.67s,+44d54m58.0s,809.0,6808.000,8236.065,218.001,37.78,-9.789,0.029,13.610,0.058
Auto_218,4708.97,1581.71,4708.99,1581.70,145.21174,44.23367,09h40m50.82s,+44d14m01.2s,875.0,6801.000,8022.962,227.936,35.20,-9.761,0.031,13.639,0.059
Auto_219,197.33,1286.11,197.31,1286.07,143.27480,43.21098,09h33m05.95s,+43d12m39.5s,703.0,6799.000,7821.693,245.737,31.83,-9.733,0.034,13.666,0.061
Auto_220,3298.61,41.39,3298.56,41.44,145.00585,43.44614,09h40m01.40s,+43d26m46.1s,862.0,6789.000,7878.526,216.495,36.39,-9.741,0.030,13.658,0.059
Auto_221,4217.91,2967.56,4217.67,2967.56,144.59380,44.58534,09h38m22.51s,+44d35m07.2s,2902.0,6767.000,6685.203,224.734,29.75,-9.563,0.036,13.837,0.062
Auto_222,4195.98,788.99,4195.96,788.98,145.20153,43.87133,09h40m48.37s,+43d52m16.8s,940.0,6705.000,7567.949,220.724,34.29,-9.697,0.032,13.702,0.060
Auto_223,2858.38,3457.10,2858.34,3457.03,143.83446,44.46399,09h35m20.27s,+44d27m50.4s,912.0,6669.000,7933.727,234.452,33.84,-9.749,0.032,13.651,0.060
Auto_224,2873.38,2412.94,2873.38,2412.89,144.14291,44.12936,09h36m34.30s,+44d07m45.7s,961.0,6617.000,7291.013,218.802,33.32,-9.657,0.033,13.742,0.060
Auto_225,1371.16,3404.29,1371.11,3404.24,143.18108,44.13651,09h32m43.46s,+44d08m11.4s,796.0,6607.000,7744.119,230.579,33.59,-9.722,0.032,13.677,0.060
Auto_226,4065.77,1547.75,4065.80,1547.77,144.92928,44.09235,09h39m43.03s,+44d05m32.5s,859.0,6584.000,7570.663,220.875,34.28,-9.698,0.032,13.702,0.060
Auto_227,761.72,1979.17,761.67,1979.21,143.32375,43.55094,09h33m17.70s,+43d33m03.4s,789.0,6530.000,7507.213,237.067,31.67,-9.689,0.034,13.711,0.061
Auto_228,5982.48,1033.68,5982.54,1033.59,145.94399,44.30914,09h43m46.56s,+44d18m32.9s,808.0,6512.000,8032.266,237.634,33.80,-9.762,0.032,13.637,0.060
Auto_229,5372.62,4034.93,5372.65,4034.97,144.81535,45.16578,09h39m15.68s,+45d09m56.8s,689.0,6502.000,8363.470,222.076,37.66,-9.806,0.029,13.593,0.058
Auto_230,4730.23,3259.65,4730.29,3259.63,144.74395,44.78447,09h38m58.55s,+44d47m04.1s,774.0,6426.000,7561.286,219.313,34.48,-9.696,0.031,13.703,0.060
Auto_231,227.69,3694.91,227.60,3694.83,142.58901,43.98860,09h30m21.36s,+43d59m19.0s,570.0,6419.000,8522.122,233.221,36.54,-9.826,0.030,13.573,0.059
Auto_232,724.80,114.56,724.86,114.64,143.84090,42.94398,09h35m21.82s,+42d56m38.3s,682.0,6360.000,7197.463,232.594,30.94,-9.643,0.035,13.757,0.062
Auto_233,3276.81,3669.07,3276.78,3669.11,143.96267,44.61911,09h35m51.04s,+44d37m08.8s,759.0,6332.000,7339.575,211.250,34.74,-9.664,0.031,13.735,0.059
Auto_234,2955.01,3990.70,2955.05,3990.71,143.72303,44.65610,09h34m53.53s,+44d39m21.9s,722.0,6300.000,7516.196,218.523,34.40,-9.690,0.032,13.709,0.060
Auto_235,2408.86,3551.17,2408.64,3551.37,143.60400,44.40084,09h34m24.96s,+44d24m03.0s,3577.0,6297.000,6584.064,220.384,29.88,-9.546,0.036,13.853,0.062
Auto_236,1278.05,1947.43,1278.13,1947.47,143.56187,43.64824,09h34m14.85s,+43d38m53.6s,784.0,6269.000,7245.007,247.270,29.30,-9.650,0.037,13.749,0.063
Auto_237,1704.90,867.69,1704.94,867.70,144.06083,43.38815,09h36m14.60s,+43d23m17.3s,817.0,6239.000,6936.607,232.721,29.81,-9.603,0.036,13.797,0.062
Auto_238,2949.70,1791.07,2949.69,1791.11,144.35548,43.94340,09h37m25.31s,+43d56m36.2s,980.0,6165.000,6801.495,230.478,29.51,-9.582,0.037,13.818,0.063
Auto_239,2733.99,2396.86,2734.01,2396.85,144.08464,44.09537,09h36m20.31s,+44d05m43.3s,880.0,6132.000,6637.549,216.956,30.59,-9.555,0.035,13.844,0.062
Auto_240,5694.20,1509.50,5694.17,1509.43,145.68052,44.40767,09h42m43.33s,+44d24m27.6s,702.0,6109.000,7480.298,235.530,31.76,-9.685,0.034,13.715,0.061
Auto_241,885.63,1239.06,885.62,1239.11,143.59142,43.33865,09h34m21.94s,+43d20m19.1s,771.0,6083.000,6699.013,247.537,27.06,-9.565,0.040,13.834,0.065
Auto_242,1798.41,3189.38,1798.33,3189.29,143.43474,44.15689,09h33m44.34s,+44d09m24.8s,733.0,6056.000,6919.216,224.840,30.77,-9.600,0.035,13.799,0.062
Auto_243,3545.12,2425.62,3545.15,2425.60,144.44326,44.27168,09h37m46.38s,+44d16m18.0s,762.0,6029.000,7086.202,220.734,32.10,-9.626,0.034,13.773,0.061
Auto_244,751.77,914.62,751.81,914.65,143.62516,43.20660,09h34m30.04s,+43d12m23.7s,693.0,5893.000,6957.238,241.688,28.79,-9.606,0.038,13.793,0.063
Auto_245,564.86,1935.31,564.80,1935.31,143.24945,43.49580,09h32m59.87s,+43d29m44.9s,594.0,5872.000,6901.343,241.116,28.62,-9.597,0.038,13.802,0.063
Auto_246,263.00,1330.01,263.00,1330.02,143.29100,43.23870,09h33m09.84s,+43d14m19.3s,702.0,5816.000,6962.747,245.080,28.41,-9.607,0.038,13.793,0.063
Auto_247,4915.94,2158.44,4915.90,2158.42,145.14310,44.46364,09h40m34.34s,+44d27m49.1s,746.0,5798.000,6682.207,220.890,30.25,-9.562,0.036,13.837,0.062
Auto_248,5599.25,1939.60,5599.30,1939.57,145.51670,44.52939,09h42m04.01s,+44d31m45.8s,663.0,5791.000,6977.504,235.892,29.58,-9.609,0.037,13.790,0.063
Auto_249,4066.10,620.78,4066.14,620.74,145.18982,43.79021,09h40m45.56s,+43d47m24.8s,801.0,5777.000,6642.139,229.196,28.98,-9.556,0.037,13.844,0.063
Auto_250,271.80,1359.32,271.87,1359.44,143.28644,43.24993,09h33m08.74s,+43d14m59.7s,566.0,5775.000,6840.078,237.849,28.76,-9.588,0.038,13.812,0.063
Auto_251,3943.38,128.16,3943.41,128.26,145.27153,43.60484,09h41m05.17s,+43d36m17.4s,666.0,5680.000,6876.286,213.532,32.20,-9.593,0.034,13.806,0.061
Auto_252,5318.63,1654.00,5318.61,1653.94,145.46893,44.37988,09h41m52.54s,+44d22m47.6s,719.0,5610.000,7098.623,224.638,31.60,-9.628,0.034,13.772,0.061
Auto_253,3313.21,711.86,3313.24,711.83,144.82490,43.66709,09h39m17.98s,+43d40m01.5s,812.0,5609.000,6445.693,224.366,28.73,-9.523,0.038,13.876,0.063
Auto_254,4106.06,2578.70,4106.09,2578.67,144.65432,44.43617,09h38m37.04s,+44d26m10.2s,673.0,5600.000,6175.582,220.499,28.01,-9.477,0.039,13.923,0.064
Auto_255,111.54,418.43,111.64,418.53,143.48561,42.91523,09h33m56.55s,+42d54m54.8s,476.0,5584.000,6722.948,238.220,28.22,-9.569,0.038,13.831,0.064
Auto_256,731.22,2883.89,731.23,2883.86,143.04806,43.83513,09h32m11.53s,+43d50m06.5s,674.0,5564.000,6455.433,243.654,26.49,-9.525,0.041,13.875,0.065
Auto_257,3449.28,3741.99,3449.28,3741.94,144.01991,44.67830,09h36m04.78s,+44d40m41.9s,710.0,5532.000,6268.985,211.794,29.60,-9.493,0.037,13.906,0.063
Auto_258,1852.49,2900.35,1852.39,2900.28,143.54288,44.07507,09h34m10.29s,+44d04m30.2s,711.0,5448.000,6252.179,229.794,27.21,-9.490,0.040,13.909,0.064
Auto_259,3453.62,3720.45,3453.58,3720.46,144.02814,44.67224,09h36m06.75s,+44d40m20.1s,676.0,5445.000,6183.796,217.709,28.40,-9.478,0.038,13.921,0.063
Auto_260,717.80,137.26,717.75,137.30,143.83139,42.94983,09h35m19.53s,+42d56m59.4s,580.0,5389.000,6244.609,246.066,25.38,-9.489,0.043,13.911,0.066
Auto_261,1033.18,513.25,1033.14,513.23,143.86372,43.13555,09h35m27.29s,+43d08m08.0s,623.0,5357.000,5683.537,236.824,24.00,-9.387,0.045,14.013,0.068
Auto_262,3442.12,3666.73,3442.15,3666.70,144.03850,44.65252,09h36m09.24s,+44d39m09.1s,631.0,5295.000,6269.878,208.301,30.10,-9.493,0.036,13.906,0.062
Auto_263,1087.65,3008.88,1087.65,3008.90,143.16989,43.95003,09h32m40.77s,+43d57m00.1s,640.0,5283.000,5897.231,233.277,25.28,-9.427,0.043,13.973,0.066
Auto_264,4798.96,1209.71,4799.01,1209.68,145.35707,44.13031,09h41m25.70s,+44d07m49.1s,659.0,5260.000,6046.093,225.530,26.81,-9.454,0.040,13.946,0.065
Auto_265,1187.73,3703.49,1187.66,3703.51,143.01196,44.19395,09h32m02.87s,+44d11m38.2s,627.0,5255.000,6417.733,232.924,27.55,-9.518,0.039,13.881,0.064
Auto_266,1747.91,975.52,1747.83,975.50,144.04931,43.43185,09h36m11.83s,+43d25m54.7s,714.0,5174.000,5671.588,230.618,24.59,-9.384,0.044,14.015,0.067
Auto_267,2789.74,3430.02,2789.71,3430.06,143.81126,44.44101,09h35m14.70s,+44d26m27.6s,640.0,5125.000,5767.920,222.102,25.97,-9.403,0.042,13.997,0.066
Auto_268,3741.20,4092.34,3741.18,4092.32,144.05108,44.85159,09h36m12.26s,+44d51m05.7s,596.0,5122.000,5932.578,217.471,27.28,-9.433,0.040,13.966,0.064
Auto_269,3170.25,2705.55,3170.16,2705.45,144.19296,44.28540,09h36m46.31s,+44d17m07.5s,698.0,5121.000,5721.645,230.493,24.82,-9.394,0.044,14.006,0.067
Auto_270,4873.38,3409.06,4873.42,3409.04,144.76654,44.86201,09h39m03.97s,+44d51m43.2s,567.0,5109.000,6088.809,222.749,27.33,-9.461,0.040,13.938,0.064
Auto_271,423.44,3542.67,423.48,3542.52,142.71987,43.98133,09h30m52.77s,+43d58m52.8s,573.0,5100.000,5963.822,236.676,25.20,-9.439,0.043,13.961,0.066
Auto_272,1183.65,2760.16,1183.62,2760.20,143.28486,43.89020,09h33m08.37s,+43d53m24.7s,564.0,5017.000,5638.686,229.902,24.53,-9.378,0.044,14.022,0.067
Auto_273,2907.13,997.53,2907.06,997.47,144.56177,43.67704,09h38m14.82s,+43d40m37.3s,652.0,4995.000,5556.252,226.632,24.52,-9.362,0.044,14.038,0.067
Auto_274,1979.24,894.10,1979.23,894.08,144.17556,43.45315,09h36m42.13s,+43d27m11.3s,732.0,4982.000,5689.765,225.019,25.29,-9.388,0.043,14.012,0.066
Auto_275,5928.35,2988.55,5928.37,2988.51,145.37067,44.93744,09h41m28.96s,+44d56m14.8s,473.0,4957.000,6161.324,235.349,26.18,-9.474,0.041,13.925,0.065
Auto_276,2431.69,2649.03,2431.66,2649.06,143.87577,44.11440,09h35m30.18s,+44d06m51.8s,730.0,4950.000,5150.637,220.775,23.33,-9.280,0.047,14.120,0.069
Auto_277,2067.83,767.89,2067.83,767.90,144.25089,43.43053,09h37m00.21s,+43d25m49.9s,731.0,4930.000,5294.663,227.891,23.23,-9.310,0.047,14.090,0.069
Auto_278,935.84,26.83,935.87,26.83,143.95861,42.95911,09h35m50.07s,+42d57m32.8s,580.0,4901.000,5308.079,238.276,22.28,-9.312,0.049,14.087,0.070
Auto_279,3757.69,125.48,3757.79,125.56,145.18871,43.56645,09h40m45.29s,+43d33m59.2s,574.0,4874.000,5631.792,216.065,26.07,-9.377,0.042,14.023,0.066
Auto_280,3146.68,2895.41,3146.63,2895.44,144.12757,44.34205,09h36m30.62s,+44d20m31.4s,676.0,4845.000,5578.043,225.372,24.75,-9.366,0.044,14.033,0.067
Auto_281,4482.36,129.19,4482.35,129.14,145.51418,43.71372,09h42m03.40s,+43d42m49.4s,572.0,4802.000,5523.819,221.405,24.95,-9.356,0.044,14.044,0.067
Auto_282,621.39,1142.00,621.45,1142.08,143.50262,43.25270,09h34m00.63s,+43d15m09.7s,544.0,4792.000,5570.763,255.813,21.78,-9.365,0.050,14.035,0.071
Auto_283,2101.66,3750.04,2101.62,3750.01,143.40768,44.40070,09h33m37.84s,+44d24m02.5s,502.0,4785.000,5987.482,225.513,26.55,-9.443,0.041,13.956,0.065
Auto_284,162.33,548.09,162.39,548.17,143.47085,42.96723,09h33m53.00s,+42d58m02.0s,499.0,4722.000,5609.286,239.676,23.40,-9.372,0.046,14.027,0.069
Auto_285,4531.29,1508.22,4531.26,1508.18,145.15169,44.17380,09h40m36.41s,+44d10m25.7s,613.0,4709.000,5461.106,219.490,24.88,-9.343,0.044,14.056,0.067
Auto_286,2159.76,1689.91,2159.75,1689.94,144.02937,43.74784,09h36m07.05s,+43d44m52.2s,628.0,4663.000,5313.794,237.366,22.39,-9.314,0.048,14.086,0.070
Auto_287,2836.28,4137.95,2836.28,4137.91,143.62626,44.67878,09h34m30.30s,+44d40m43.6s,579.0,4663.000,5497.703,207.987,26.43,-9.350,0.041,14.049,0.065
Auto_288,2720.22,1306.16,2720.21,1306.15,144.39029,43.73891,09h37m33.67s,+43d44m20.1s,632.0,4607.000,4963.476,230.304,21.55,-9.239,0.050,14.160,0.071
Auto_289,5807.10,2619.53,5807.06,2619.49,145.41984,44.79295,09h41m40.76s,+44d47m34.6s,560.0,4606.000,5833.198,232.972,25.04,-9.415,0.043,13.985,0.067
Auto_290,4795.42,323.72,4795.46,323.63,145.60185,43.84008,09h42m24.44s,+43d50m24.3s,627.0,4587.000,5799.153,211.846,27.37,-9.408,0.040,13.991,0.064
Auto_291,1128.14,1598.38,1128.10,1598.34,143.59571,43.50463,09h34m22.97s,+43d30m16.7s,552.0,4575.000,4977.050,232.236,21.43,-9.242,0.051,14.157,0.072
Auto_292,1493.86,3612.61,1493.77,3612.56,143.17515,44.22916,09h32m42.04s,+44d13m45.0s,543.0,4556.000,5168.103,226.943,22.77,-9.283,0.048,14.116,0.070
Auto_293,4689.76,1277.51,4689.68,1277.49,145.28850,44.13047,09h41m09.24s,+44d07m49.7s,544.0,4537.000,5401.409,216.221,24.98,-9.331,0.043,14.068,0.067
Auto_294,5421.68,1744.86,5421.64,1744.79,145.49040,44.43022,09h41m57.70s,+44d25m48.8s,528.0,4530.000,5867.462,224.524,26.13,-9.421,0.042,13.978,0.065
